italian_name,n_sources,sources,latin_names
nodosa,1,targioni_1858,CAUCALIS Zecca; SCROPHULARIA Ruta canina. Ruta salvatica
nodosum,1,targioni_1858,TORDYLIUM Lappola
noli me tange- re,1,targioni_1858,IMPATIENS • Noli tangere
novella,1,targioni_1858,PYRI -Nor- gal
"novien nero, ve",1,targioni_1858,VITIS timino
nux vomica,1,targioni_1858,STRYCHNOS Legno colubrino
o* rocchio di topo,1,targioni_1858,HIERACIUM Pilosella
o.nobrychis,1,targioni_1858,HEDYSARUM Erba sulla Lupinaggine. Lupinacci . Lupinella salvati- ca . Lupinello. Lupino di fior rosso . Sulla
oblongifolia,1,targioni_1858,CINCHONA China . Chinachina . China del Perù. Chi- na di Loka . China di Loxa
occhio bovino,1,targioni_1858,ANTHEMIS ■ tinctoria
occhio di,1,targioni_1858,"GUILANDINAE Bonducellae, semen"
occhio di bue,1,targioni_1858,ANTHEMIS ■ tinctoria
occhio di pernitin secco,1,targioni_1858,VITIS Mar- bianco
occhio di rosso,1,targioni_1858,VITIS Martinaccio cedi Cagliari
occhio divcnere,1,targioni_1858,BUTOMUS Coccinea
odora,1,targioni_1858,INULA Enoa . Enola . Enula . Enula campana . Inula . Leila
odorata,1,targioni_1858,AGRIMONIA Acrimonia. Agrimonia . Erba da andata . Erba Gugliel- mo . Erba vettonica. Eupatorio; RESEDA 8? teola spontanea . Pancella
odoratissimum,1,targioni_1858,HYSSOPUS Gelsomino giallo
odoratus,1,targioni_1858,LATHYRUS Ruglione
odorus,1,targioni_1858,MYRTUS Giunchiglia doppia
off,1,targioni_1858,ERRORI 155 SCARLATTEA doppia
off.;scorzanera ist,1,targioni_1858,ERRORI 155 SCARLATTEA doppia
officinale,1,targioni_1858,LITHOSPER Strigolo salvatico; TORDYLIUM Lappolina
officinali,1,targioni_1858,EUPHORBIA Catapuzza . Catapuzzo. Scatapuzia minore
officinali*,1,targioni_1858,SALVIA Ormino
"officinali*, crispa",1,targioni_1858,SALVIA .Salvia di Spagna. Salvia minori* . Salvia spagnola
"officinali.» 0, angustifnlia",1,targioni_1858,SALVIA Salvia domestica . Salvia maggiore . Salvia nostrale
officinalis,1,targioni_1858,ALTHAEA Bismalva .Buon vischio. Canapa salvatica . Canape sal- vatico. Erba ungarica . Malva salvatica; ASPARAGUS Spazzole; VALERIANA Erba riccia . Gallinelle . Saleggia
officinalis alba,1,targioni_1858,MELILOTUS Zolfaccio
officinali»,1,targioni_1858,CINCHONA Leka . China di Loxa; STYRAX Bengul . Benzoino . Benzoino
offìcinalis,1,targioni_1858,CALENDULA Fior rancio de’Campi . Fior rancio salvatico
ofiride,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
oi tensia,1,targioni_1858,HYDRANGEA horrensis. tv
oi zola,1,targioni_1858,HORDEUM distichum
oiciint,1,clavis_sanationis_1290,
oicitur melegette eo,1,clavis_sanationis_1290,
oictmr,1,clavis_sanationis_1290,
"oidf a 

o",1,clavis_sanationis_1290,
oidrurvitulus marinus pilofuj,1,clavis_sanationis_1290,
olcastro,1,targioni_1858,"OLE europaea , Olcaster"
"oleander, flore albo",1,targioni_1858,NERIIJM S. Giuseppe . Nerio. Oleandro
oleracea,1,targioni_1858,BRASSTCA Ravizzone
"oleracea , asparagoides",1,targioni_1858,BRASSTCA Cavolo
"oleracea , botrytis , scrutina",1,targioni_1858,BRASSICA Cavolo fiore pavonazzo
"oleracea , botrytis praecox",1,targioni_1858,BRASSICA ' broccoluto
"oleracea , botrytis purpurea",1,targioni_1858,BRASSICA Cavolo fiore pri naticelo
"oleracea , capitata rubra",1,targioni_1858,BRASSICA «
"oleracea , cymosa violacea",1,targioni_1858,BRASSICA Cavolo brizzolato
"oleracea , gongil >des viridis",1,targioni_1858,BRASSICA Cavol rapa . Uavacoi
"oleracea , latifolia",1,targioni_1858,PORTULACA Porcellana salvifica . Procacchia . Procaccia
oleracea capitata alba,1,targioni_1858,BRASSICA <
oleracea italica,1,targioni_1858,BRASSICA Cavol rapa pavo- nazzo
"oleracea, capitata",1,targioni_1858,"BRASSICA Cavolo fiore tardino , o tardivo"
"oleracea, crispa variegata",1,targioni_1858,BRASSICA <
"oleracea, gongilodes violacea",1,targioni_1858,BRASSICA Cavol rapa verde
"oleraceus , asper",1,targioni_1858,SONCHUS Crèspine . Mòsciolo Soncho liscio
olirà,1,targioni_1858,SECALE cereale
oliva a ciocche,1,targioni_1858,"OLE europaea, minor rotunda racemosa"
"oliva a forma di mandorla, o galletta oliva ammandorlata da indolcire",1,targioni_1858,"OLE Olivo alloro , o allorino , di foglie larghissime ritte e serrate addosso ai rami, di frutto grosso ovato, e rotondo. - europara , sativa major oblonga anguiosa , amygdaliforma"
oliva allorina,1,targioni_1858,"OLE Oliva da indolcire appuntata del Vergelli . Oliva mezzana da indolcire. - europaea , sativa fructu parvo subrotundo basi magis , quam ad extremitatem crassiore"
oliva coreggiòla lun- ga,1,targioni_1858,"OLEAE europaeae, varietates"
oliva da indolcire,1,targioni_1858,OLE • viridior
oliva di spagna,1,targioni_1858,"OLE europaea, fructu maximo"
oliva grossa di spagna,1,targioni_1858,"OLE europaea, fructu maximo"
oliva morchiaia,1,targioni_1858,"OLE europaea . fructu brevi ac crassiori albicante , in fine mamillari papilla instrueto"
"oliva salvatila , c",1,targioni_1858,"OLE ■ europaea , sativa fructu exiguo subrotundo, subnigro"
olivagnolo olivastro,1,targioni_1858,"OLE europaea , Olcaster"
olivaris,1,targioni_1858,CYPERUS Stiance di Padule
olivo,1,targioni_1858,OLE A europaea
olivo ba- stardo,1,targioni_1858,OLE OIva di Gaeta. Oliva napoletana. Olivo di Gaeta. - curopaea . saliva frutu brevi subrotundo
olivo bianco con fo- glie di ligustro,1,targioni_1858,"OLE A europaea, fructu albo"
olivo coreggiolo,1,targioni_1858,"OLE Oliva galletta , e olivo gal letto fatto a forma di mandorla . Olivo gailettone a cuore . . - europaea, ramulis propen69 dentibus fructu immaturo lutescente , maturo subnigro"
olivo domestico,1,targioni_1858,"OLE europaea, sativa"
olivo motchiaio grosso,1,targioni_1858,"OLE Olivo salvatico del campo di Ficozzo . - europaea , sativa fructu ferme unciali"
olmaria,1,targioni_1858,SPIRAEA Ulmaria
olmo,1,targioni_1858,ULMLJS campestris
"olone *a , napobrassica",1,targioni_1858,BRASSICA Gavolo broccoluto . Cavolo romano. Cavol» torsuto
onites,1,targioni_1858,ORIGANUM Samsuco . Sansuco
ontano,1,targioni_1858,ALNLFS Pers
ooimo,1,targioni_1858,NYWPHAEA OcYWUW Basilicum
ophyoylum,1,targioni_1858,FAMIGLIOLA serpentino
"opobalsami , ramuli",1,targioni_1858,AMYRIDIS Opobalsami fructus Carpobalsamo
opobalsamum,1,targioni_1858,AMYGDALUS Balsamo bianco di Gilid
opopanaco,1,matthioli_1568,
oppio bianco,1,targioni_1858,PAPAVERIS Gammi resina
orbaca d’ ellera,1,targioni_1858,"HEDERAE Helicis, frucrus"
orbiculata,1,targioni_1858,MEDICAGO Trafogliolo di prato. Trafogliolo tarpa terra . Trifoglio de’ prati . Tri- foglio pratense
orchide palmata,1,targioni_1858,ORCHIS larifolia
orecchiacelo,1,targioni_1858,PEZTZA auricula
orecchio di giu- da,1,targioni_1858,PEZTZA auricula
orecchio di mida,1,targioni_1858,PEZTZA auricula
orecchio d’orso,1,targioni_1858,PRIMULA auricula
orerchio d’uomo,1,targioni_1858,PEZTZA auricula
orichicco,1,targioni_1858,"AMORPHA AMY'GDALORUM, gummi; PRUNORUM gummi"
orientali.?,1,targioni_1858,HYACTNTHUS Bulbo vomitorio . Muscari. Muschi. Mu- schi greci. Muschini. Muschini greci . Mustini greci
orientalis,1,targioni_1858,CASSIA Cassia in Canna . Cassia solutiva; CIBO 72 GIGANTI; PLATANUS Platano Platanocccidentale
"orientalis , flore albo",1,targioni_1858,HYACTNTHUS Hiacinto orientale
"orientalis , flore purpureo",1,targioni_1858,HYACTNTHUS Brettagna
"orientalis, flore pieno",1,targioni_1858,HYACTNTHUS Diacinto bianco . Giacinto bianco
orizonralis,1,targioni_1858,CUPRESSUS ' presso . Cipresso maschio
orleana,1,targioni_1858,BIX A O vllana
ortica,1,targioni_1858,URTICA dioica
ortica canapina,1,targioni_1858,URTICA cannabina
ortica sal- vati oa,1,targioni_1858,MELISSA officinalis
orticaccia salvatica,1,targioni_1858,GALEOBDOLON G ALEOPSIS Galeobdolon . L; GALEOBDOLON Perx
orticaccia salvatiea,1,targioni_1858,LEONURUS Galeobdolon . w
orzese,1,targioni_1858,"VITIS Olivella rossa del Chellini, e dell’ Imperiale"
orzo maschio,1,targioni_1858,HORDEUM Orzo di Siberia . Orzo mondo . hexasticon
orzo salvatico,1,targioni_1858,HORDEUM murinum
ossifraga,1,targioni_1858,ANTHERICUM L
ostri a,1,targioni_1858,OSTRI A vulgaris
ovalifolia,1,targioni_1858,CINCHONA China comune. China rossa . China: sanguigna
ovolo,1,targioni_1858,AGARICUS Caesareus . Scop
ovolo comune,1,targioni_1858,AGARICUS Caesareus . Scop
ovolo ordinario,1,targioni_1858,AGARICUS Caesareus . Scop
p ino,1,matthioli_1568,
p inorum eruca,1,matthioli_1568,
p runa,1,matthioli_1568,
p-yfium,1,targioni_1858,PLANTAGO Piantaggine media. Petacciola
p> eudocapsicum,1,targioni_1858,SOLANUM Erba mora . Marcorella. Molandola . Solano . Solano d’orto. Solano nero . Solano ortense . Solatro . Solatro ortolano. Uva lupina
pa pale,1,targioni_1858,FICI Palentone
pa- rer nostri di s,1,targioni_1858,CARDIOSPERMUM Kalicacabum
pabbio,1,targioni_1858,AIR A caryophyllaea; PANICUM capillare
padinaca,1,matthioli_1568,
pai tu- ro,1,targioni_1858,ZYZYPHUS Paliurus
pal- ma dapalmizj.pai ma de’dactili,1,targioni_1858,PHOENIX dactylifera
paleggio,1,targioni_1858,MENTHA MENTITA. Pulegium
paleino,1,targioni_1858,ANTHOLIZA ANTHOXA’NTHUM odoratum . •
paleo,1,targioni_1858,FESTUCA pratensi
palla marina,1,targioni_1858,ZOSTERAE marinac fibvae in pilam convolutae
pallino,1,targioni_1858,VITIS Palombina
palloncini,1,targioni_1858,PHYSALIS Allcekengi
palloncino,1,targioni_1858,ASPERULA arvensis
palma,1,targioni_1858,PHOENIX dactylifera
palma christi,1,targioni_1858,ORCHIS larifolia; ORCHIS maculata
palma cuciofora ?,1,targioni_1858,HYPHAENE cucifera . Pers
palma dattilifera,1,targioni_1858,PHOENIX dactylifera
palma del sago o del sagù,1,targioni_1858,CYCAS circinalis. Cycas revoluta
palma oleifera,1,targioni_1858,COCOS butiracea
"palmuu , e? dattyli",1,matthioli_1568,
palo de las ca- lenturas,1,targioni_1858,CROCUS Cascarilla
palustri,1,targioni_1858,EUPHORBIA Euforbie
palyuro,1,targioni_1858,PALYURUS aculeatus . Eric
palèo,1,targioni_1858,CAR interrupta
panacc ehironio,1,targioni_1858,CISTUS Helianthemum . L
panace heracleo,1,matthioli_1568,
panaja,1,targioni_1858,PYRI Musa
"pancratio, ciò è scilla minore",1,matthioli_1568,CUPRESSUS sempervirens. a. pyramidalis
pancrazio 'marino,1,targioni_1858,PANCRATIUM maritimum
pancucu- lio,1,targioni_1858,OXALIS Acetosella
pane del,1,targioni_1858,SATYRIUM hircinum
pane del cuculio,1,targioni_1858,ORCHIS militaris
panicastrella,1,targioni_1858,PANICUM Crus Corvi; PANICUM Crus Galli
paniceus,1,targioni_1858,ALOPECURUS Codolina . Erba Codina . Erba topina
panico rosso,1,targioni_1858,"PANICUM italicum , semine croceo"
paniculatus,1,targioni_1858,AMARANTHUS Fior belioso . Fior velluto
panoseri,1,targioni_1858,CRATAEGI monogynia
papaia,1,targioni_1858,CAR ICA Papaya
papale,1,targioni_1858,PYRI Perla
papauero cornuto,1,matthioli_1568,VITIS Lonza
papauero fpumeo,1,matthioli_1568,
papavero,1,targioni_1858,PAPA VER somniferum
papavero cornuto,1,targioni_1858,CHELIDONIUM comiculatum . L
papavero marino,1,targioni_1858,CHELIDONIUM Glaucium . L
papavero messicano,1,targioni_1858,ARGEMONE mexicana
papavero salvatieo,1,targioni_1858,PAPA VER Rhocas
papaverocornuto,1,targioni_1858,CHELIDONIUM Glaucium . L
papero,1,targioni_1858,CYPERUS Paoyrus
papiro egiziano,1,targioni_1858,CYPERUS Paoyrus
papyrifera,1,targioni_1858,MORUS More rosse
par- nassia,1,targioni_1858,PARNASSIA palustris
paraguai,1,targioni_1858,PSORALEA glandulosa
paratella vocari,1,clavis_sanationis_1290,
pareira,1,targioni_1858,MENISPERMUM Eric. Pers
pareira brava,1,targioni_1858,MENISPERMUM Eric. Pers
parrhenium,1,targioni_1858,MATRICARIA Camomilla. Camumilla. Ca-i pomilla . Capumilla. Chamomilla
parsila,1,targioni_1858,CISSAMPELOS Parcira
parsila bra- !,1,targioni_1858,CISSAMPELOS Parcira
parthenio,1,matthioli_1568,THE A Bohea
parthenium,1,matthioli_1568,
parthenium flore pieno,1,targioni_1858,MATRICARIA Amareggiola. Erba amara. Erba ama- rella . Matricale . Matricaria . M orella . Partenio
parviflora,1,targioni_1858,MIRABILIS Gelsomino di notte a fior lungo
pasrvicciani salvatici,1,targioni_1858,CHARA tcmulum
passerina bianca bastarda,1,targioni_1858,VITIS Paradisa
passerino di frutto a goccia,1,targioni_1858,OLEAE Morchiajo di frutto piccolo
pasta sciringa terrestre,1,targioni_1858,PHALLUS crispus
pasta sciringa terrestre .*,1,targioni_1858,HÈLVELA Mitra
pastinaca marina,1,targioni_1858,DRYMIS EcHINOPHORA spinosa
pastriccia- ni,1,targioni_1858,CHARA tcmulum; PAPA VER Rhocas
paternostri di s,1,targioni_1858,MELI A Azedaracli
pathe svizzero,1,targioni_1858,"VERONICA Faba, semine nigro"
patientia,1,targioni_1858,CHENOPODIUM Botry.s; RUMEX Erba Lunaria
patula,1,targioni_1858,ATRIPLEX Atriplice rossa. Bietolone; SYRINGA Garofano indiano. Garofano maggiore . Puzzole . Puzzole gialle. Puzzole grandi
pavia,1,targioni_1858,AESCULUS Ippocastano
pavonazzo,1,targioni_1858,CAVOLO tardino
pcrs,1,targioni_1858,CASSIA Cassia in Canna . Cassia solutiva
pctrose- molo,1,targioni_1858,APIUM Petroselinum
pe- tonciano,1,targioni_1858,SOLANUM Melongena
"pe- verella , santoreggia",1,targioni_1858,SATUREIA hortensis
"pecciolo, o lardello bianco",1,targioni_1858,FICI Pecciolo nero
pece comune,1,targioni_1858,"PINI sylvestris , resina fumoj conspurcata"
pece fecca,1,matthioli_1568,
pece nera,1,targioni_1858,"PINI sylvestris , resina fumoj conspurcata"
pecten,1,targioni_1858,SCANDIX Cerfoglio. Cerfuglio
pecurim,1,targioni_1858,LAURUS Orbaco
"pedonata, ouero lappa",1,matthioli_1568,
pelosella,1,targioni_1858,HIERACIUM Pilosella
pemandra,1,targioni_1858,SALIX Salcio detto Vinchi da far panieri. Vinco da far panieri
pemtaphyllos,1,targioni_1858,DENTARIA Dentar’a baccifera
penduta,1,targioni_1858,CAR Erba Lucci ola
pepe bianco,1,targioni_1858,PIPER IS nigri fructus decorticatus
pepe cornuto,1,targioni_1858,CAPPARIS CA’PSICUM annuum
pepe de’ monaci,1,targioni_1858,VITEX Agnus castus
pepe d’india,1,targioni_1858,CAPPARIS CA’PSICUM annuum
pepe garofanato cipressino,1,targioni_1858,CALYPTRANTHUS Caryophyllata
pepe indiano,1,targioni_1858,CAPPARIS CA’PSICUM annuum
pepe lungo,1,targioni_1858,PIPER longum
pepe matto,1,targioni_1858,CAPPARIS CA’PSICUM annuum
pepe nero,1,targioni_1858,PIPER nigrum
peperone dolce,1,targioni_1858,CAPPARIS grossum
peperone d’india,1,targioni_1858,CAPPARIS fvutescens
pepilo,1,matthioli_1568,
pepi» del coromandel,1,targioni_1858,CAPPARIS • annuum luteum
pepli,1,targioni_1858,EUPHORBIA Esula.palustre. Titimalo palustre
peplo,1,matthioli_1568,
peplus,1,targioni_1858,EUPHORBIA Peplo. Porcellana lattaria
pepo,1,targioni_1858,CUCURBITA Chiana
"pepo , clypeiformis",1,targioni_1858,CUCURBITA Zucca . Zucche indiane
"pepo , pyriformis",1,targioni_1858,CUCURBITA Zucca a turbante . Berretto turco
"pepo ,c]ypeiformis rubra",1,targioni_1858,CUCURBITA Pasticcione
pepo verrucosa,1,targioni_1858,CUCURBITA Zucca a pera. Zucchettina da tabacco
"per 
riicuh",1,clavis_sanationis_1290,
per oiuerfas partes,1,clavis_sanationis_1290,
per petuini bianchi,1,targioni_1858,"XER ANTHE annuum , flore albo"
pera,1,targioni_1858,FICO CASTAGNUOLO grassello v. Fici Caricae» varietà»
pera brutta buona,1,targioni_1858,PYRUS Basiliensibus
pera gii a,1,targioni_1858,CASSIA CA’SSINE Peragua. L
peragua,1,targioni_1858,ILEX vnmitoria
perasites,1,targioni_1858,TURRITIS Vainiglia da inverno
perdigli di fuentcarai,1,targioni_1858,VITIS Perdiglio
"perennis , flore tubuloso",1,targioni_1858,EELLIS Margheritina doppia. Pratolina doppia
"perennis, flore pieno",1,targioni_1858,EELLIS Bellide de’ Prati . Bellidg minore. Fior di Prato . Margherita . Margheritina. Pra- tolina . Primavera. Prima fiore
peretta di napoli,1,targioni_1858,"CITRUS medici Limon , Peretta sivc spathaphòra"
peretta di s,1,targioni_1858,"CITRUS medici Limon , Peretta sivc spathaphòra"
perfoliata,1,targioni_1858,BUPLEURUM rotundifolium j
perfoliatum,1,targioni_1858,LEPIDIUM Mostarda . Pcparella . Pepe; SMYRNIUM Macerone. Smirnio
perforata,1,targioni_1858,HYPERICUM perforata
pergola,1,targioni_1858,"VITIS vinifera , pergulana"
pergolato,1,targioni_1858,GALIUM Mollugo
pergolese,1,targioni_1858,"VITIS vinifera , pergulana"
periclimeno,1,matthioli_1568,MOGORIUM Mugherino di Goa Mugherino doppio; MYRIOPHYLLUM Noce moscada. Noce moscata
periclynenum,1,targioni_1858,LONÌCER Mansonino . Vincibosco <
perico,1,targioni_1858,HYPERICUM perforata
periplo,1,targioni_1858,PERIPLOCA graeca
pernicona lunga,1,targioni_1858,PRUNI Perni- cona bianca
pernicona romana,1,targioni_1858,PRUNI Pernicona lunga piccola
"pernicona romana piccola , che spicca",1,targioni_1858,PRUNI Pernicona romana lun- ga
perniconcina gialla che spicca,1,targioni_1858,PRUNI Perni- concina
pero,1,targioni_1858,PYRUS Ametanchier
pero cervino,1,targioni_1858,ARONIA rotundifolia. Pers
perpetuini,1,targioni_1858,XER ANTHE YfUM annuum
persica,1,targioni_1858,"AMYGDALI Persicae, fructus"
"persica , cydonia",1,targioni_1858,AMYGDALUS Pesca noce che spicca
"persica , fl",1,targioni_1858,AMYGDALUS Venere. Poppa di Venere
"persica , fructu atrosanguineo , orbiculato laevi",1,targioni_1858,AMYGDALUS Pesca o Pesco del fior doppio . Pesca fiore
"persica , fructu cordato buxeo hirsuto nucleo dehiscente",1,targioni_1858,AMYGDALUS Pesca Cotogna grossa a due corpi
"persica , fructu globoso compresso albo, carne alba",1,targioni_1858,AMYGDALUS Pesca burrona che spicca a foggia di cuore . Pesca settembrina
"persica , fructu magno globoso , carne dura sacchara- ta",1,targioni_1858,AMYGDALUS Pesca Cotogna moscadella piccola tonda
"persica , fructu magno globoso nigricante serotino",1,targioni_1858,AMYGDALUS Pesca Albicocca
"persica , fructu maximo compresso carne dura nucleo adliaerentc buxca",1,targioni_1858,AMYGDALUS Pesca reale
"persica , fructu odoro , laevi cortice tecto",1,targioni_1858,AMYGDALUS Mandorla che spicca
"persica , fructu rotundo ampliorc albo, pulpa candida",1,targioni_1858,AMYGDALUS Pesca Cotogna piccola a foggia di cuore
"persica , fvuct* globose",1,targioni_1858,AMYGDALUS Pesca Maddalena bianca
persica fructu biventri,1,targioni_1858,AMYGDALUS Pesca ottobrina bianca lunga
persica glabra,1,targioni_1858,AMYGDALUS Pesca biancona che spicca
"persica, duracina",1,targioni_1858,AMYGDALUS Pesca Cotogna. Pesca Ceir togna gialla. Pesca Cotogna clic non spicca
"persica, duracina alba",1,targioni_1858,AMYGDALUS Duracina
"persica, flore parvo, fructu vix globoso dilute tu- bescente papillato carne gratissima",1,targioni_1858,AMYGDALUS Alberges
"persica, fructu autumnali oblongo albo subacido",1,targioni_1858,AMYGDALUS Pe- sca noce tonda
"persica, fructu globoso odoro villoso , partim aureo , partim atro sanguineo",1,targioni_1858,AMYGDALUS Brugnon violetta
"persica, major palcnsis",1,targioni_1858,AMYGDALUS Pesca noce. Pesca noce che spicca
"persica, molli carne vulgaris alba",1,targioni_1858,AMYGDALUS Pesca Cotogna moscadella
"persica, nucipersica",1,targioni_1858,AMYGDALUS Pesca biancona che spicca
"persica, succo quasi sanguineo",1,targioni_1858,AMYGDALUS Pesca noce
"persicifolia , alba",1,targioni_1858,CAMPANULA Campanula turchina
"persicifolia, fl",1,targioni_1858,CAMPANULA Luigi
persico,1,targioni_1858,AMYGDALUS Persica
personcina gentilius sive nobili*,1,targioni_1858,CITRUS Castello. Lima romana . *
pertafillo,1,targioni_1858,CORREZIONI 21 POIENTILLA reptans
perticone o cesino,1,targioni_1858,FICI Pera
peruviana,1,targioni_1858,SCILLA Cipolla stilla. Scilla. Squilla
peruvianus,1,targioni_1858,CACTUS Frittelle. Opunzia
pesca,1,targioni_1858,"AMYGDALI Persicae, fructus; AMYGDALUS Persica , fructu globoso , obscurc rubente; AMYGDALUS Persica , fructu oblongo , pallido albicante; AMYGDALUS • carne flavescente"
pesca ammirabile,1,targioni_1858,"AMYGDALUS Persica , flore parvo, fructu magno globoso dilute rubente carne firma saccharata"
pesca cotogna bianca,1,targioni_1858,AMYGDALUS Tab
pesca cotogna che non spicca piccola lunghetta e appuntata,1,targioni_1858,"AMYGDALUS - Persica , fructu minimo oblongo turbinato, carne buxca"
